username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
senatorduff,"Majority Leader of the Connecticut Senate representing the 25th District, which includes Norwalk and Darien. Instagram and FB: @senatorduff","Norwalk, CT",728,7632,22603,2010-04-15 02:24:33,2020-11-13 15:27:07,1,"@JessabellFlour1 @senatorduff @GovNedLamont @CTCorrections @MarcPelka @UNewHaven Actually, the number of releases from CT prisons &amp; jails is down compared to last year. COVID-19 has resulted in fewer reported crimes, fewer arrests &amp; fewer admissions to DOC. https://t.co/0nwccsUBcw",[]
EuropeLiver,"European Liver Patients' Association 
ELPA's mission is to raise awareness about liver disease.",Rue de la Loi 235 1040 Brussel,5871,6435,9598,2011-07-11 12:29:43,2020-11-13 15:27:07,3,"Hear from Dr. Anthony Fauci about the evolving and advancing understanding of #COVID19 during the ""COVID-19 and the Liver Symposium"" at #TLMdX.

Register 👉 https://t.co/baRZlZEoGc 

@NIH #COVID19andTheLiver @NIAIDNews #LiverTwitter https://t.co/v73lyfldh6","[{'text': 'COVID19', 'indices': [95, 103]}]"
davidsonra,"Retired Military Officer. Seafarer, Citizen, Enthusiast.","Sonoma, CA",4989,1707,105945,2009-09-16 15:09:45,2020-11-13 15:27:07,47,"I’m deeply worried about the long term systemic mental health impact of COVID-19 in the United States. As it’s something the country not only doesn’t prioritize, but utterly fails at. 

Especially as it relates to the most marginalized communities in the country.",[]
FraminghamDems,The Official Twitter account of the Framingham Democratic Committee #mapoli #VoteBlue #Framingham,"Framingham, MA",386,304,5488,2017-05-03 21:47:19,2020-11-13 15:27:07,0,"Paid sick leave is a vital public health tool AND the right thing to do. We need change in the State House! At least our #Framingham state reps are reliably progressive; thank you, @RepJackLewis, @mariarobinsonMA, @CarmineLGentile, and Framingham voters! #mapoli #MAHouse #COVID19 https://t.co/DTRZjPkcdE","[{'text': 'Framingham', 'indices': [121, 132]}, {'text': 'mapoli', 'indices': [255, 262]}, {'text': 'MAHouse', 'indices': [263, 271]}, {'text': 'COVID19', 'indices': [272, 280]}]"
DadWearsGlasses,I’m a dad that wears glasses. 🙂The End Is Nigh🙃,USA,655,359,79846,2014-08-02 00:04:50,2020-11-13 15:27:07,1,"UConn has placed the entire Storrs campus under quarantine as COVID-19 cases rise; in-person classes will continue, but gatherings are prohibited.
https://t.co/krzcCXrqcm",[]
MchaelsMichaela,,,1520,153,16375,2017-03-17 18:55:31,2020-11-13 15:27:07,4,"In Austria instead of ""Hammer and Dance"" we call it ""Hammer and Ski"".

#covid_19","[{'text': 'covid_19', 'indices': [90, 99]}]"
1sttimetwitt,Private bio,,155,86,6083,2016-02-11 02:52:01,2020-11-13 15:27:07,48,"COVID-19 shut downs are a sham
8.9 ppl in 1000 in U.S. were likely to die in 2020 (trendline mortality rate)
With Covid, mortality rate likely to be 9.4 ppl in 1000 (rate varies by demographic)
Thus, Covid added one in 500 ppl more deaths
For this we shut down the country????",[]
madeiradirect,"Home to the island's most visited blog: http://t.co/XMoOToLVsv   
Specialists in holiday rentals and property management on the island.","Funchal, Madeira",1240,2366,4092,2011-05-23 06:31:49,2020-11-13 15:27:07,0,"Spain to impose heavy fines on arrivals without a PCR test

Fines of up to €6,000

Tourists and passengers who arrive in Spain without testing negative for COVID-19 will be fined up to 6,000 euros, the Spanish Minister for Foreign Affairs said today.

The  internation... https://t.co/hALTRBuEaw",[]
Michael_X_Jin,#Radres SUNY Stony Brook | #ACMQ Board of Trustees and SRF Executive Committee | @resistcovid Science Consultant,"Stony Brook, New York",117,95,54,2015-07-19 21:26:52,2020-11-13 15:27:07,1,"""The federal government ought to collaborate with institutions such as the @ACMQ_4all... to implement existing immunization quality measures and develop new measures that are aligned with the equitable deployment of the novel COVID-19 vaccine. https://t.co/KBvS4ejdiP",[]
bm811020,"Je m'appelle Abdullah , J' ai 16 ans , Je adore la géographie",,194,61,304,2016-01-27 21:35:03,2020-11-13 15:27:06,151,"Mohamed Salah has tested positive for Covid-19, the Egyptian FA has announced.

Get well soon, @MoSalah 🙏 https://t.co/gHZdqk5Lwj",[]
MikeChiggen,Cooler than the other side of the pillow. Endure & Survive.,,920,821,168336,2009-05-13 15:56:28,2020-11-13 15:27:06,72,Alleged rapist missing after judge frees him for $500 due to COVID-19 in Chicago https://t.co/cD0dKUtFrz https://t.co/NAbDjB6OFj,[]
World00News,Latest News in Time,,259,91,11981,2011-04-14 23:28:45,2020-11-13 15:27:06,0,"Greece finds COVID-19 in two mink farms, days after Denmark ordered national cull over virus fears https://t.co/v3wOfToh5U https://t.co/JqQXh9Fvif",[]
Happilyever15,"Solidarity🌜♥🌛
Praying for the world from Japan.
Sending love to the friends in China, UK, Singapore, Switzerland and Germany.",,232,16,9845,2016-11-20 05:59:06,2020-11-13 15:27:06,0,"From The Economist Espresso: All for one: the next wave of covid-19 vaccines

https://t.co/TbMRLtjmJP",[]
Eurosport_UK,Eurosport Player https://t.co/JqgsCcCQu7; Follow us on Facebook https://t.co/ROD7s7Xuvh; Instagram https://t.co/ntdmeUN4wq,"London, England",524,172486,147940,2009-03-19 10:47:34,2020-11-13 15:27:06,0,The Egyptian FA has confirmed that Mohamed Salah has tested positive for Covid-19,[]
Shellyk_04,,,158,26,1091,2014-11-14 22:36:35,2020-11-13 15:27:06,199,Northern Ireland is in a terrible place. #COVID19 cases and deaths are at a high level and the largest political party wants to open the pubs. There should be an urgent external review of the handling of the pandemic. It is disgraceful and incompetent https://t.co/2KMQlWsLgR,"[{'text': 'COVID19', 'indices': [60, 68]}]"
kabz92,"Software Engineer, Arsenal, Boston Celtics ♈️ 🎮. Nothing else but Vibes. Romans 8:31","Kampala, Uganda",1330,2799,41073,2011-05-26 07:57:21,2020-11-13 15:27:06,1221,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
HumanRe41270855,We amplify #HR voices. Provided with ❤️  by https://t.co/b4MI6lKCbw. Automate exit interviews and rehiring with @PartwellS,"Berlin, Germany",1,138,4951,2020-11-10 11:00:30,2020-11-13 15:27:06,1,"Discover how prioritising empathy, wellbeing and safety—in a high-performance, people-first culture—will help you position your business for greater success as it emerges from the COVID-19 pandemic. #HR https://t.co/hoZ69CNSVt https://t.co/rnViPCiUc1",[]
EvanKirstel,#B2B “Influencer” helping #Tech clients w #SocialMedia #Marketing & Events in #Telecom #5G #IoT #Cloud #RemoteWork  ... @evirahealth https://t.co/iGjuN7zGsl,#RemoteWork #Boston ,274254,293573,980844,2009-04-25 12:45:16,2020-11-13 15:27:06,0,🤩 This 81-year-old climber is training to summit a Himalayan mountain — and he’s dedicating the feat to the older adult victims of COVID-19 #FridayMotivation #FridayInspiration https://t.co/s7HLL0IQ9H,"[{'text': 'FridayMotivation', 'indices': [140, 157]}, {'text': 'FridayInspiration', 'indices': [158, 176]}]"
kerrya11en,"BBC China Media Analyst
BBC中国媒体分析师","Peterborough, UK 英国彼得伯勒",757,5424,21632,2014-10-03 20:25:35,2020-11-13 15:27:06,0,"A few more BBC live page lines ⚡️ and an update on the 30,000 sheep 🐑(!) that are journeying from Mongolia to the Chinese central city of Wuhan (where we first heard about the Covid-19 outbreak!)

https://t.co/78WaAKtZlG",[]
Cultiv8Hope,"Author: The Unfounding Projects. #LinkedIn #YouTube #humanviolence #response #advocacy #kits 
Mom 2 Allyson Kenelm Winslow St. John Hoare, Washington, DC.","Oklahoma City, OK",11122,10507,441293,2012-02-27 02:46:51,2020-11-13 15:27:05,0,"and people cooperated in telling, and doctors cooperated in diagnosing. ETC ETC @OklahomaCovid @TulsaTeresa @ouswk :) WE cooperate easily with the mushroom and lettuce capers but are sketchy on the #COVID19 go figure. ROFL https://t.co/K6lAw4ZgJu","[{'text': 'COVID19', 'indices': [198, 206]}]"
10hanyy,"#YNWA #BosGaurus 🇲🇾
#Nurhafiza 👰
#NauraAulia 👧
#NairaAleena 👧
Never give up on the things that make you smile 👨‍👩‍👧‍👧💞",Ipoh - Anfield,465,610,136833,2012-01-15 03:48:24,2020-11-13 15:27:05,151,"Mohamed Salah has tested positive for Covid-19, the Egyptian FA has announced.

Get well soon, @MoSalah 🙏 https://t.co/gHZdqk5Lwj",[]
gadgetmanjay,Digital Strategy & Business Consultant ~ Trainer ~ Tech Influencer ~ DevOps Practitioner ~ WebMobSys Guru ~ eCommerce Pro ~ SEO Specialist ~ So-Me Expert,"Nottingham, UK",557,318,34183,2012-04-21 00:12:30,2020-11-13 15:27:05,0,"Tech Update:  Elon Musk doesn't know if he has COVID-19, and seemingly doesn't understand he needs to wait longer for a final result https://t.co/JPjYtPr7Xm ...Let's Discuss? #digitaltransformation #digitalstrategy #digitalworkplace https://t.co/YRS9FaKA4p","[{'text': 'digitaltransformation', 'indices': [175, 197]}, {'text': 'digitalstrategy', 'indices': [198, 214]}, {'text': 'digitalworkplace', 'indices': [215, 232]}]"
garcosc,Founder @cityhuntersco @kookingco #LNRevolution #LightningNetwork ⚡🚀 #BTC,Bogotá,1103,2922,139776,2009-05-20 17:12:02,2020-11-13 15:27:05,2,Elon Musk says he tested positive for Covid-19  @alanohnsman https://t.co/Mq5BMNZfrN,[]
gxrasole,MS ❤️,,1108,377,10485,2013-04-21 14:01:48,2020-11-13 15:27:05,3773,"Small wedding. 55 attendees.
Temperature taken at entrance. No fevers reported.

Later, 177 infected.
7 died — and they didn’t even attend the wedding. https://t.co/n0xsPCqMi2",[]
dstolenbacon,why must I be,,33,8,32,2020-09-19 06:19:05,2020-11-13 15:27:05,12,".@LydiaGoldblatt blends documentary and constructed photography – sensitively exploring her immediate environment during lockdown. 

@grainphotohub: https://t.co/jn6MGLtUNT https://t.co/6ZtzcFDXmk",[]
MurdoMurray6,"Coop Member Pioneer for Donaghadee and Ballyholme, County Down","Donaghadee, County Down",391,262,6859,2020-02-20 18:08:27,2020-11-13 15:27:05,6,"The #Coronavirus pandemic has shown us all just how vital social care workers are. But, despite their essential work, 73% are still not being paid a real #Livingwage. [THREAD] #worththemoney #LivingWageWeek","[{'text': 'Coronavirus', 'indices': [16, 28]}]"
_tommyhuynh_,,,228,237,6442,2017-08-03 20:51:47,2020-11-13 15:27:05,551,"Feel like you’ve aged a decade in 2020? The stress of #COVID19 may actually be adding extra years to your birth age. 

I wrote this piece after chatting with a bunch of young people who are feeling much older! !https://t.co/fYthqLikhh @TorontoStar","[{'text': 'COVID19', 'indices': [70, 78]}]"
indra_agusta,Sekuntum bunga Padma di Tresna Jalma,"Sragen, Indonesia",599,662,12419,2009-06-09 00:48:26,2020-11-13 15:27:05,0,@Akun_umu Are you being Covid-19 suspect? Is everything okey um?,[]
ValerianGoguad1,IB PYP & IB MYP English as an Additional Language Learning Teacher |WIDA Administrator | PhD Student at SOLES | CEO at Diversity Educational Center #EAL #USD,"Estonia, Tallinn ",157,55,34,2020-08-13 15:15:04,2020-11-13 15:27:04,3,Arc-en-Ciel International School is producing educational television programmes to provide quality education to as many students as possible during lockdown: https://t.co/8UGbCQvRJG https://t.co/U1dMTkbF3o,[]
Rose4Justice,"Radio Host & award-winning author, ""Fight Back Legal Abuse"" & ""Obamacare, DInosaurs Rednecks & Radicals""/ Podcast Colombo Chronicles Live! https://t.co/dKkjIbmSjM",U.S.A.,4546,3085,97826,2010-12-09 18:01:43,2020-11-13 15:27:04,0,"More people die from seasonal flu than covid 19. In fact, they guess if the person has pneumonia or seasonal flu or covid so everything is listed as covid and all people who get the flu or die from a heart attack or car accident are listed as covid deaths admitted by CDC. https://t.co/4jnUMT9YCO",[]
GinaLaBorde1,#ASIPSocial #ASIPWebinar #WomeninPathology #ASIPVirtual #DigitalMedia #SocialMedia #Marketing | @womeninpath | @asipath |#researchpathology,"Washington, DC",403,112,340,2020-09-03 21:57:28,2020-11-13 15:27:04,1,"Richard S. Vander Heide, MD, PhD, MBA of @LSUHealthNO is the next expert #PISA2020 https://t.co/eVGDnckdl9 #COVID Experts #PISA2020","[{'text': 'PISA2020', 'indices': [86, 95]}, {'text': 'COVID', 'indices': [120, 126]}]"
BarbaraRother1,"Member of RESULTS Canada, GRAN and the G2G Campaign. Avid reader of mysteries, cook and baker. Plain faced and plain spoken!!",,4999,1950,77191,2013-12-17 00:40:14,2020-11-13 15:27:04,47,The evidence is conclusive: Canada can’t beat the pandemic by passing the buck. @globeandmail editorial  https://t.co/SALcipvHd3 via @GlobeDebate #Covid19 #cdnhealth #onpoli,[]
MahmoudShoblaq,"30, Palestinian فلسطين ☪ from Toronto, Canada. #PublicHealth Grad. Posting randomness! Instagram: @MahmoudShoblaq ⚽️Also Run @torontofcasn #f4f","Toronto, Ontario, Canada",686,494,3763,2011-04-22 15:38:35,2020-11-13 15:27:04,1,"Nov. 13: Ontario reports 1,396 new cases of #COVID19 and 19 deaths. Over 40,500 tests completed. Locally, there are 440 new cases in Toronto, 440 in Peel and 155 in York Region.","[{'text': 'COVID19', 'indices': [62, 70]}]"
micheleweldon,"Author, journo @theopedproject @takeleadwomen emeritaprof @MedillSchool, 3 sons, Act Like You're Having A Good Time https://t.co/H22BC6o92W https://t.co/0hVA5g8n6A","Chicago, Illinois",5379,4904,59156,2007-11-27 19:10:29,2020-11-13 15:27:04,3,Happening Now!! Covid-19 Updates from Frontline Experts!! #PISA2020 #pisa2020 #CoronavirusPandemic #COVID19 https://t.co/ZxapKOlEyr,"[{'text': 'PISA2020', 'indices': [73, 82]}, {'text': 'pisa2020', 'indices': [83, 92]}, {'text': 'CoronavirusPandemic', 'indices': [93, 113]}, {'text': 'COVID19', 'indices': [114, 122]}]"
ZoeD109,"Louisiana will forever live in my heart, and will forever be my home. #greateststateever #WHODAT #geauxtigers. #whodatnation #28to3  RIP Mr.Benson #KAG",,654,403,29048,2015-08-09 14:15:37,2020-11-13 15:27:04,43,Real talk if COVID-19 was as deadly as the media portrays it to be nobody would have time to debate about it.,[]
expatina,"Returned to US after 13 years in Europe. Back in EU after 5 years. Novels, features, ghostwriting. Blocked by @maggIeNYT @davidsirota @ggreenwald.",EU,4123,6437,270581,2009-04-07 18:30:30,2020-11-13 15:27:04,390,"Trump said Covid-19 would disappear after the election.

It's 9 days later.  

Covid-19 is still here. 
Trump hasn't been seen in 6 days.",[]
ListenTech,"An industry-leading wireless audio manufacturer that provides solutions in Assistive Listening, Language Interpretation, Soundfield, Tour Group and Conferencing","Bluffdale, UT",2720,5825,4587,2009-05-26 22:53:25,2020-11-13 15:27:04,0,"Did you know that an estimated 466 million people worldwide suffer from hearing loss?

""COVID-19 face masks are making communication even harder for people with hearing impairment.""   

#HearingLossAdvocacy #Inclusivity #AssistiveTechnology #ADA 
https://t.co/dk3YAP5N55 https://t.co/Z3S5iGJdrv","[{'text': 'HearingLossAdvocacy', 'indices': [186, 206]}, {'text': 'Inclusivity', 'indices': [207, 219]}, {'text': 'AssistiveTechnology', 'indices': [220, 240]}, {'text': 'ADA', 'indices': [241, 245]}]"
LFCRedAnt,Let’s talk about 6️⃣ baby! 🏆 🏆🏆🏆🏆🏆 1️⃣9️⃣ 👑 🔴YNWA🔴JFT96🔴Don’t buy the S*n,"London, England",9316,9586,627,2018-10-12 17:45:38,2020-11-13 15:27:04,1221,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
cosmic_sidd,"Part time Investor
Full time student
Can speak 7 languages.",,77,18,1635,2019-08-01 15:02:04,2020-11-13 15:27:03,6,"Last week we visited one of the soup #kitchens funded by SOS Africas #COVID19 #Emergency #Food #Appeal. Although shocked by the queues, we are proud of the #nutritious and #delicious food on offer to those in desperate need..
https://t.co/09H5siudnk
#thankyou @renthedog @GrianMC https://t.co/Qty4dQP8Ka","[{'text': 'kitchens', 'indices': [53, 62]}, {'text': 'COVID19', 'indices': [85, 93]}, {'text': 'Emergency', 'indices': [94, 104]}, {'text': 'Food', 'indices': [105, 110]}, {'text': 'Appeal', 'indices': [111, 118]}]"
PCadfael,"Educated US & UK. Academic seduced by Money. Owned a business Sold. Traveled a lot.  Part time Volunteer.  
#VoteBlueNoMatterWho #Humanity #ClimateCrisis",,3994,3600,93024,2017-07-25 22:59:29,2020-11-13 15:27:03,0,"Greed Driven #Republican Senators Sold Stock After Closed-Door #Coronavirus Meetings  is an Insider Trading crime. 
Why would any one vote for these corrupt people who put their GREED before the people that swore to represent. #GOP  #Georgia  #Christians https://t.co/4SUUCEXo5u","[{'text': 'Republican', 'indices': [13, 24]}, {'text': 'Coronavirus', 'indices': [63, 75]}, {'text': 'GOP', 'indices': [227, 231]}, {'text': 'Georgia', 'indices': [233, 241]}, {'text': 'Christians', 'indices': [243, 254]}]"
