username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
SmallCappy,Not so active investor in UK small caps and defender of the fortpolio. Lazy fecker on a good day,Shefftown UK,1494,1551,17787,2015-02-19 12:54:26,2020-11-13 16:13:44,3,Looking to speak to #London business owners in #Camden Market about the impact of the COVID-19 lockdown on their business. DMs open or reply to the tweet for more info! #journorequest #prrequest,"[{'text': 'London', 'indices': [32, 39]}, {'text': 'Camden', 'indices': [59, 66]}]"
randomlady74,Danny Devito's stunt double. Horror/Music/Podcasts/ #BidenHarris2020.🇲🇽🇺🇲,Winchestertonfieldville,18075,20733,52090,2011-03-18 17:21:20,2020-11-13 16:13:44,6857,"How likely is it you’ll encounter at least one person who is infected with the coronavirus if you go to a bar in Denver? What about a 100-person wedding in Baltimore? Or a Thanksgiving dinner with 25 guests in Los Angeles?

Now, you can find out: https://t.co/FmizcMJkQy",[]
4BrucePeninsula,#NatureOntario #NatureCanada No DM thx,Ontario,482,190,5481,2020-03-06 16:41:18,2020-11-13 16:13:44,105,"While Ontarians were dying, businesses shuttering, and people were begging Premier @FordNation for money to survive, Doug Ford sat on $9.3 BILLION in unallocated funds for COVID-19 relief in June.

Straight from the mouth of Ontario's Financial Accountability Officer to me: https://t.co/6y9vkbEhJj",[]
bestuvwutsard,,Omerican Peninsula,185,671,55314,2015-08-29 12:15:43,2020-11-13 16:13:44,22,"Our greeting rituals have deep origins, which is why social distancing is so hard https://t.co/dx9gahj4FJ https://t.co/vEcGciUajS",[]
mmoals4,Library Ninja. Summer. Music. Laziness. Survivor fan. GoT. HP. Anything Canadian🇨🇦 anti-cons. #TeamTrudeau. Views are my own.,Toronto and Hamilton,4079,1512,19062,2008-06-11 18:49:57,2020-11-13 16:13:44,6,"Update on COVID19 in Ontario LTC homes

As of Nov 12th (Δ from prior day):
-93 homes in outbreak (-1) with 51 involving resident cases (+3)
-702 resident active cases (+7)
-478 staff active cases (+43)
-12 new resident deaths [212 since Sept 14th]

Source: https://t.co/TOpg4nDn3F https://t.co/psBTGQyzob",[]
ChristianUlriks,,Norge,224,140,693,2013-01-05 01:03:58,2020-11-13 16:13:44,314,OFFICIAL: The Egyptian FA have confirmed Mohamed Salah has tested positive for COVID-19. https://t.co/dRcD5xR7O1,[]
Workable,"Workable is the world’s leading hiring platform. We help companies find, evaluate and hire better candidates, faster. Have a question? Send us a DM.","Boston, London, Athens, San Francisco, Sydney",3202,8756,8494,2012-07-23 22:17:23,2020-11-13 16:13:44,0,"CEOs from @codility, @CVLibrary and @Workable shared their insights. #covid19 #workplace https://t.co/UmmXxC7Bz7","[{'text': 'covid19', 'indices': [69, 77]}, {'text': 'workplace', 'indices': [78, 88]}]"
dbandazian,As a leader in the Real Estate Industry it is my responsibility to create and maintain a Positive Environment for my Team.,"Wyckoff, New Jersey",15,68,362,2011-01-06 02:06:03,2020-11-13 16:13:44,0,"In the face of challenges caused by COVID-19, live performers are finding innovative new ways to connect with their audience. Learn how Socially Distanced Concerts are Securing Live Entertainment's Future.

Darlene Bandazian https://t.co/0coF14WFF9 https://t.co/TrU8Hc5oVh",[]
Bill_ArnoldMKE,"PR, writing, music, media, food, family and fun -- working on a dream to make MKE a better place for everyone",Metro Milwaukee,4395,2385,7535,2011-05-18 14:25:15,2020-11-13 16:13:44,1415,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
PMaroney_SAP,High Tech Executive Industry Advisory @SAP helping leading organizations to drive ROI with best practices and business transformations.,United States ,278,105,455,2020-06-16 16:37:19,2020-11-13 16:13:44,0,"This article makes a compelling argument that the main story of the #COVID__19 #pandemic in America demands that all of us:  doctors, politicians and everyone else — start approaching the pandemic from the lens of #equity  as a guiding #principle..
@NPR 
 https://t.co/Op1lfMmMjT","[{'text': 'COVID__19', 'indices': [68, 78]}, {'text': 'pandemic', 'indices': [79, 88]}, {'text': 'equity', 'indices': [214, 221]}, {'text': 'principle', 'indices': [236, 246]}]"
SSPSSR,"A dynamic school with a world-leading reputation for research. 

Exploring how society works; working to make it better.

Twitter monitored 9-5, Mon-Fri",Canterbury and Medway UK,577,1614,2909,2009-02-21 16:42:03,2020-11-13 16:13:44,0,"Activism Amidst COVID-19: Join @unikent SSPSSR's Centre for the Study of Social and Political movements on Zoom on Weds 2 Dec for a roundtable discussion on the impact of the COVID-19 on contemporary social movements.

https://t.co/NmNZXTjvuf https://t.co/XKl0YFh1fI",[]
FIAFdn,"The FIA Foundation supports safe, clean, fair and green mobility to improve health and protect lives around the world.",London,1777,8437,11052,2014-02-14 10:37:34,2020-11-13 16:13:44,1,"'Transportation Safety for Youth from A to Z'

Join @FIAFdn North America Director @NDraisin sharing insights on our joint @unicef Guidance on Safe and Healthy Journeys to School during COVID-19 and beyond 👇 

November 19 11:00 EST https://t.co/vE2irHVC9Y",[]
JHNVNCNTREYES,19. always underrated. youngblood. none of my tweets make sense :),sa bahay.,1669,585,29800,2016-05-08 04:08:46,2020-11-13 16:13:44,4037,The scientists who developed the Pfizer/BioNTech Covid-19 vaccine are a Turkish-German power couple https://t.co/twDtI8aYuf https://t.co/VuJfCKtb8E,[]
katejaha,,St Joseph Missouri,495,57,1346,2009-01-13 20:39:09,2020-11-13 16:13:44,0,"Rand Paul says COVID-19 survivors should 'throw away their masks, go to restaurants, live again' https://t.co/IUDcFaT2X0",[]
thevodkatalking,,,89,19,4149,2012-02-26 04:31:34,2020-11-13 16:13:43,190,"Pandemic completely out of control in Wisconsin. Contract tracing now impossible according to DHS. 

“COVID-19 is so bad in Wisconsin, DHS needed a whole new category” 

https://t.co/2eVx1OUwAN",[]
CTVNews,Tweeting breaking news from CTVNews.ca in the CTV National newsroom. RTs do not constitute endorsement of views.,,335,1009940,245043,2010-10-15 15:48:42,2020-11-13 16:13:43,0,"Quebec reports 1,301 new cases of COVID-19, 30 more deaths https://t.co/bNdasy2kRQ",[]
codebridge,We aim to use civic technology to improve lives through efficiency and transparency,South Africa,228,655,490,2011-10-14 11:38:04,2020-11-13 16:13:43,1,"Curious how SASSA sourced PPE and cleaning for COVID-19?

Check it out at #KeepTheReceipts

https://t.co/86O0WSDUZC","[{'text': 'KeepTheReceipts', 'indices': [88, 104]}]"
hey__nikki,Proud Philly native. MPH in health policy. #blacklivesmatter,"Washington, DC",813,216,5088,2012-01-25 03:11:37,2020-11-13 16:13:43,0,"We’ve all gotten used to our #covid bubbles, but I don’t think we’ve really asked whether someone who’s in our bubble is also in another person’s bubble. People’s bubbles are getting big enough to burst.” - @niravshah112 https://t.co/sg1aYhj3qJ","[{'text': 'covid', 'indices': [29, 35]}]"
PARIMResidents,Professional Association of Residents & Interns of Manitoba,"Winnipeg, Manitoba",83,336,505,2015-10-21 14:15:12,2020-11-13 16:13:43,362,"We have become distracted by discussions about exceptions to public health direction. My message is clear - we must all #StayHome to reduce the spread of #COVID19.  If we don’t do this, our numbers will continue to rise, and even more Manitobans will suffer from #Covid19MB.",[]
___Syahrul,Malay & Melanau | Come On You Gunners❤️ | Marathoner🏃,(Sarawakian),2362,2150,708423,2012-09-27 07:45:32,2020-11-13 16:13:43,2236,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
Romanamattia,,,4763,207,33022,2010-04-06 07:25:20,2020-11-13 16:13:43,10,"Justice Alito tells the Federalist Society that Covid-19 has led to ""previously unimaginable restrictions on individual liberty"" and calls them a danger to freedom of religion. https://t.co/J3wSK68k2U",[]
VetsServ,For more information you may contact the Veterans Service Commission at (614) 525-2500.,Franklin County Ohio,239,94,276,2011-04-28 13:09:36,2020-11-13 16:13:43,2,"Visit https://t.co/SIlLhoo96R to view our calendar listing free COVID-19 drive-thru, pop-up testing sites in our surrounding communities. One is scheduled this morning in London. Two are scheduled tomorrow in Grove City and at Bridge Gate Community School just to name a few. https://t.co/HewXWNbTE0",[]
jhaven99,Board Certified Family Medicine Physician. Combines technologies/genetics with old-fashion time/compassion to empower individuals to achieve their health goals.,"Naples, FL",408,76,1580,2009-03-15 22:39:01,2020-11-13 16:13:43,52,"Canada is leading the world in vaccination readiness
https://t.co/ai7PiHsKgc https://t.co/A5pl3uV5MP",[]
robsheppe,"Writer: #GhostHouse prequel, #TheCoven. More in the works. #comics #scifi #horror #thrillers #WearAMask #BlackLivesMatter #Peace #Love #Equality 🇺🇸","Los Angeles, CA",949,452,8812,2008-07-09 16:06:44,2020-11-13 16:13:43,0,"This Californian, for one, will not be ignoring the #CDC #Thanksgiving guidelines. No family or friends over T-day. Likely a lot of video chats and we will still make it an awesome day full of food, family and a few good movies.  #COVIDー19 #COVID #StayHome #StaySafe https://t.co/ZMKWT496nT","[{'text': 'CDC', 'indices': [52, 56]}, {'text': 'Thanksgiving', 'indices': [57, 70]}, {'text': 'COVIDー19', 'indices': [230, 239]}, {'text': 'COVID', 'indices': [240, 246]}, {'text': 'StayHome', 'indices': [247, 256]}, {'text': 'StaySafe', 'indices': [257, 266]}]"
BrunoPaul_KE,Nicknamed Pablo ❤   #Chelsea.,Around the world,178,587,7767,2017-07-04 20:17:50,2020-11-13 16:13:43,304,"Mohamed Salah has tested positive for Covid-19, the Egyptian FA has announced.

Get well soon, @MoSalah 🙏 https://t.co/gHZdqk5Lwj",[]
Bob78308342,,"Deptford, NJ",114,72,6030,2019-02-07 18:02:37,2020-11-13 16:13:43,71,"“If seat belts are mandated and about 100 people die per day from motor vehicle casualties, we have 10 to 15 times that casualty from Covid-19,” Dr. Lipi Roy says. “We know how to prevent it… Just wear a mask.” https://t.co/URyBSPsthw",[]
Crazy_Witch,She/her.  Busy IT Chick.,Scotia NY,91,69,15395,2009-03-14 05:20:52,2020-11-13 16:13:43,2311,"Since the morning of Election Day, more Americans have died of #COVID19 (11,142) than the presidential vote margin in Arizona (11,034).

The fact that Trump is obsessed with the second number instead of the first one explains why he isn't getting a second term.","[{'text': 'COVID19', 'indices': [78, 86]}]"
EditorWoodlands,"Tweets & 'fleets' from The Woodlands Villager Editor J.Forward. Relevant news for y'all in The Woodlands since '17. Lots of football on weekends
Ohio State '97","The Woodlands, Texas",583,174,863,2020-08-04 03:40:46,2020-11-13 16:13:42,0,"NOTE:
The Cynthia Woods Mitchell Pavilion is NOT offering COVID-19 testing; those seeking a test should not seek one there.
Also:
The Curative Truck in The Woodlands Twp admin office parking lot does NOT require an appointment &amp; hours are 8 am to 5 pm daily. https://t.co/1yudV9fUls",[]
NateALindsey,"President of Downtown Dutchtown, Allies of Marquette Park, St. Anthony of Padua, Jayhawk Lawyer, STL Transplant that went to THE Lawrence High School","St Louis, MO",1243,465,2388,2010-06-04 19:17:55,2020-11-13 16:13:42,1,"The City of St. Louis is issuing another round of $5,000 grants for small businesses affected by COVID-19. Find out more here: https://t.co/TZ4mCHVNQw",[]
Vaw511,"Love Star Trek, Sci Fi & Cooking. travel will set you free. vote Biden/Harris 2020. NO DMs",,12617,13551,210930,2012-09-10 13:17:18,2020-11-13 16:13:42,1,"@GlennKesslerWP @Vaw511 It feels like COVID-19 won the elections. 
It has already taken over the White House.",[]
NastyOldWomyn,"Wife, mother, retired @Harvard_Law lawyer. Joined to read @CLMazin's tweets about Ted Cruz, stayed for the Resistance. RTs/Likes don't necessarily mean approval",,1647,6168,128209,2017-02-15 04:06:57,2020-11-13 16:13:42,6412,"My heart is broken. My 28-year old nephew, Jake, died from Covid-19 last night. I'm so angry! This didn't have to happen to a healthy, young man! Wear a damn mask!💔😢",[]
RaidersYourFace,,,67,36,30730,2013-12-22 00:57:48,2020-11-13 16:13:42,283,Alaska congressman who ridiculed coronavirus now says he has COVID-19 https://t.co/5ZGnMNOox8 https://t.co/DiTpVTzSh9,[]
DOsedum,,,11,0,161,2020-02-11 02:50:49,2020-11-13 16:13:42,368,"Someone just told me that Dangote truck has killed more Nigerians than Ebola and covid-19 combined together . How true is this statement ?  #DangoteTruck

#hg2talks

#heartbreak https://t.co/pJeYw0vRhl",[]
rag772,"#Resist, #FBR, #MusiciansResist #OpBlueWave #GlovesOff
Animal lover. Married.",,20253,20211,19958,2009-05-04 16:41:14,2020-11-13 16:13:42,1325,"Rand Paul is claiming 11M people in our country are IMMUNE to #COVID19 

My friend had the virus, tested positive for antibodies a few months ago, &amp; re-tested last week and now does NOT have the antibodies. Senator Paul is tragically misinforming the American public.😡 https://t.co/m2bOv5BcSt","[{'text': 'COVID19', 'indices': [81, 89]}]"
RitaWatnick,"Rita Watnick is the founder and owner of LILY et Cie, Beverly Hills based luxury clothing boutique.","Beverly Hills, CA",4923,1232,36989,2011-06-03 00:53:46,2020-11-13 16:13:42,103,"NEW: 130+ Secret Service officers are infected with Covid-19 or under quarantine, according to a Washington Post report by @CarolLeonnig. 

“This is 1/10th of the backbone of the Secret Service officer core that protects the White House."" https://t.co/YbmUIB3cNW",[]
twarmann66,,,206,211,10435,2014-09-01 22:19:12,2020-11-13 16:13:42,1415,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
kwqcnews,"Serving the Illinois & Iowa Quad Cities Area.
Got a story you want to see on air or on https://t.co/DYREJ6IVSX? Email us at news@kwqc.com or call 563-823-KWQC.","Davenport, Iowa",381,61687,95180,2009-08-26 22:49:11,2020-11-13 16:13:42,0,"Eight Iowa labor and civil rights groups filed a federal complaint against Iowa OSHA for not protecting workers from COVID-19, according to the American Civil Liberties Union of Iowa. https://t.co/cGZYbHG5ZM",[]
readwriteteach,Disheartened by a global epistemological tragedy where disinformation & facts appear interchangeable. What the hell have I been doing for two decades?,"Ojai, CA",1256,242,3901,2011-03-28 13:27:55,2020-11-13 16:13:42,0,"@1a Every second reporters ignore the exponential growth of #COVID19 is another opportunity for spread &amp; more pressure on our crippled health care system.

Please reduce the coverage of the #jankycoup non-story. Stop giving the dolts your attention and work harder to save lives.","[{'text': 'COVID19', 'indices': [60, 68]}, {'text': 'jankycoup', 'indices': [194, 204]}]"
TA_Morris,"I'm Hip-hop, Pan African futurismist, and a Sage (poor righteous teacher)","Desoto, Texas",1637,524,86879,2009-03-29 14:28:25,2020-11-13 16:13:41,11,The school is the second in DISD to shut down this semester because of the pandemic. https://t.co/6hEaDwMct0,[]
Rudy31681017,Have a great day,United States,4062,3515,185893,2018-02-24 02:13:02,2020-11-13 16:13:41,6,Consequences of super spreader rallies and other activities have caused 130+ Covid-19 cases in Secret Service members.,[]
XiangchengDing,"Hi,I am Xiangcheng Ding（丁相程）,an energetic and active Chinese boy,interested in literature,art,politics and history.Glad to see you.Enjoy ourselves on Twitter!",China,2411,501,76058,2017-11-20 17:03:19,2020-11-13 16:13:41,1,G20 agrees on framework for more debt relief amid COVID-19 https://t.co/X8u1SWYDUu https://t.co/goKOP5GFGd,[]
CastonChris,,"Chicago, Illinois",846,2044,583064,2013-02-22 23:44:03,2020-11-13 16:13:41,0,@txstarkeeper Thought the same thing! He recovered way too quick.. someone with #COVID wouldn’t have take a victory lap around Walter Reed just to hear MAGA cheer for him! Another #Hoax,"[{'text': 'COVID', 'indices': [80, 86]}, {'text': 'Hoax', 'indices': [180, 185]}]"
